Cantidad,Nombre Producto,Related Venta,Related Detalle Schedule,Codigo,Presentacion,Nombre Producto (ref),Related Catalogo Producto,Catalogo Producto - Producto,Precio,Kilagramos,Importes,Catalogo Producto - Peso,Calibre,Detalle Json,producto,Venta - Nombre Cliente,Codigo.,Catalogo Producto - Descripcion,Impuesto,Malla,Related Detalle Venta,Detalle Venta records,Agregar Devoluccion,Devoluccion,Devoluccion Ckeck,Nombre Almacen,Fecha Venta,Venta - Tipo de Cliente,Tipo de Venta,Cantidad Cajas,Cantidad Kilogramos,Cantidad Pallets,Catalogo Producto - Cajas Pallet,Venta - Entregado Bodega,Detalle Salidas Venta records,Add Detalle Salidas Venta,Cantidad Pendiente,Existencia,Facturas/Ventas records,Add Facturas/Ventas,Salidas X Facturas,Devolucion,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
560,,8,,,,,68,48S DELICIOSO 11.3 KG JBR,$28,"6,328","$15,680",11.3,48 C2,"{
""id"":""27"",
""CodigoP"":""68"",
""unitPrice"":28,
""idVenta"":8,
""KG"":560,
""Existencia"":6328
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,DL482,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 48'S,0,no,,27,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=27&_fid_15=68&_fid_34=1&dfid=11&z=cq5b2,,no,,19-02-24 06:00 PM,Nacional,,,,,80,no,27,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=27&z=cq5b2,,6328,27,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=27&z=cq5b2,,,21-02-24 10:25 AM,21-02-24 10:25 AM,27,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
800,,8,,,,,65,60S DELICIOSO 11.3 KG JBR,$24,"9,040","$19,200",11.3,60 C2,"{
""id"":""28"",
""CodigoP"":""65"",
""unitPrice"":24,
""idVenta"":8,
""KG"":800,
""Existencia"":9040
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,DL602,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 60'S,0,no,,28,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=28&_fid_15=65&_fid_34=1&dfid=11&z=cq5b2,,no,,19-02-24 06:00 PM,Nacional,,,,,80,no,28,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=28&z=cq5b2,,9040,28,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=28&z=cq5b2,,,21-02-24 10:25 AM,21-02-24 10:25 AM,28,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
240,,8,,,,,66,70S DELICIOSO 11.3 KG JBR,$17,"2,712","$4,080",11.3,70 C2,"{
""id"":""29"",
""CodigoP"":""66"",
""unitPrice"":17,
""idVenta"":8,
""KG"":240,
""Existencia"":2712
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,DL702,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 70'S,0,no,,29,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=29&_fid_15=66&_fid_34=1&dfid=11&z=cq5b2,,no,,19-02-24 06:00 PM,Nacional,,,,,80,no,29,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=29&z=cq5b2,,2712,29,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=29&z=cq5b2,,,21-02-24 10:25 AM,21-02-24 10:25 AM,29,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
"1,248",,9,,,,,99,1RA R PLASTICO 10 KG,$10.5,"12,480","$13,104",10,1RA R,"{
""id"":""30"",
""CodigoP"":""99"",
""unitPrice"":10.5,
""idVenta"":9,
""KG"":1248,
""Existencia"":12480
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",,APR10,AGUACATE PRIMERA ROÑA PLÁSTICO 10 KG,0,no,,30,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=30&_fid_15=99&_fid_34=1&dfid=11&z=cq5b2,,no,,26-02-24 06:00 PM,,,,,,104,no,30,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=30&z=cq5b2,,"12,480",30,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=30&z=cq5b2,,,27-02-24 11:13 AM,27-02-24 11:13 AM,30,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
432,,9,,,,,100,3RA R PLASTICO 28 KG,$10.5,"12,096","$4,536",28,3RA R,"{
""id"":""31"",
""CodigoP"":""100"",
""unitPrice"":10.5,
""idVenta"":9,
""KG"":432,
""Existencia"":12096
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",,ATR28,AGUACATE TERCERA ROÑA PLÁSTICO 28 KG,0,no,,31,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=31&_fid_15=100&_fid_34=1&dfid=11&z=cq5b2,,no,,26-02-24 06:00 PM,,,,,,36,no,31,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=31&z=cq5b2,,"12,096",31,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=31&z=cq5b2,,,27-02-24 11:13 AM,27-02-24 11:13 AM,31,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
30,,6,,,,,68,48S DELICIOSO 11.3 KG JBR,$10,339,$300,11.3,48 C2,"{
""id"":""32"",
""CodigoP"":""68"",
""unitPrice"":10,
""idVenta"":6,
""KG"":30,
""Existencia"":339
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,DL482,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 48'S,0,no,,32,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=32&_fid_15=68&_fid_34=1&dfid=11&z=cq5b2,,no,,,Nacional,,,,,80,no,32,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=32&z=cq5b2,,339,32,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=32&z=cq5b2,,,27-02-24 04:22 PM,27-02-24 04:22 PM,32,Ing. Gerardo Jesus Martinez Elias <60906510.dda8>,Ing. Gerardo Jesus Martinez Elias <60906510.dda8>
400,,10,,,,,57,70S SOGOOD 11.3 KG INDEX,,"4,520",$0,11.3,70 C2,"{
""id"":""33"",
""CodigoP"":""57"",
""unitPrice"":0,
""idVenta"":10,
""KG"":400,
""Existencia"":4520
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","INDEX FRESH, INC.",SG702,AGUACATE SOGOOD CLASE 2 DE 11.3 KG CAL. 70'S,0,no,,33,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=33&_fid_15=57&_fid_34=1&dfid=11&z=cq5b2,,no,,27-02-24 06:00 PM,Exportacion,,,,,80,no,33,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=33&z=cq5b2,,4520,33,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=33&z=cq5b2,,,28-02-24 11:10 AM,28-02-24 11:10 AM,33,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
720,,10,,,,,55,48S SOGOOD 11.3 KG INDEX,,"8,136",$0,11.3,48 C2,"{
""id"":""34"",
""CodigoP"":""55"",
""unitPrice"":0,
""idVenta"":10,
""KG"":720,
""Existencia"":8136
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","INDEX FRESH, INC.",SG482,AGUACATE SOGOOD CLASE 2 DE 11.3 KG CAL. 48'S,0,no,,34,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=34&_fid_15=55&_fid_34=1&dfid=11&z=cq5b2,,no,,27-02-24 06:00 PM,Exportacion,,,,,80,no,34,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=34&z=cq5b2,,8136,34,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=34&z=cq5b2,,,28-02-24 11:10 AM,28-02-24 11:10 AM,34,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
300,,10,,,,,2,48S COSTCO 15.5 KG 11X6 INDEX,,"4,650",$0,15.5,48,"{
""id"":""35"",
""CodigoP"":""2"",
""unitPrice"":0,
""idVenta"":10,
""KG"":300,
""Existencia"":4650
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","INDEX FRESH, INC.",AT48111/6,AGUACATE AVOTERRA CLASE 1 DE 15.5 KG CAL. 48'S EN MALLA 11/6 COSTCO,0,no,,35,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=35&_fid_15=2&_fid_34=1&dfid=11&z=cq5b2,,no,,27-02-24 06:00 PM,Exportacion,,,,,60,no,35,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=35&z=cq5b2,,4650,35,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=35&z=cq5b2,,,28-02-24 11:10 AM,28-02-24 11:10 AM,35,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
80,,10,,,,,13,96S AVOTERRA 11.3 KG 12X2 INDEX,,904,$0,11.3,96,"{
""id"":""36"",
""CodigoP"":""13"",
""unitPrice"":0,
""idVenta"":10,
""KG"":80,
""Existencia"":904
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","INDEX FRESH, INC.",AT96112/2,AGUACATE AVOTERRA CLASE 1 DE 11.3 KG CAL 96'S EN MALLA 12/2,0,no,,36,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=36&_fid_15=13&_fid_34=1&dfid=11&z=cq5b2,,no,,27-02-24 06:00 PM,Exportacion,,,,,80,no,36,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=36&z=cq5b2,,904,36,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=36&z=cq5b2,,,28-02-24 11:10 AM,28-02-24 11:10 AM,36,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
180,,11,,,,,90,EX GEN 19 KG WALMART 45 CJS,$60.5,"3,420","$10,890",19,EX,"{
""id"":""37"",
""CodigoP"":""90"",
""unitPrice"":60.5,
""idVenta"":11,
""KG"":180,
""Existencia"":3420
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,37,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=37&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,Cancun,27-02-24 06:00 PM,Nacional,,,,,45,no,37,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=37&z=cq5b2,,3420,37,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=37&z=cq5b2,,,28-02-24 11:21 AM,28-02-24 11:21 AM,37,vania.urbina@aguacatesjbr.com <65837078.7thn>,vania.urbina@aguacatesjbr.com <65837078.7thn>
270,,11,,,,,89,1RA GEN 20 KG WALMART 45 CJS,$47,"5,400","$12,690",20,1RA,"{
""id"":""38"",
""CodigoP"":""89"",
""unitPrice"":47,
""idVenta"":11,
""KG"":270,
""Existencia"":5400
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049G,AGUACATE HASS PRIMERA EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,38,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=38&_fid_15=89&_fid_34=1&dfid=11&z=cq5b2,,no,Cancun,27-02-24 06:00 PM,Nacional,,,,,45,no,38,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=38&z=cq5b2,,5400,38,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=38&z=cq5b2,,,28-02-24 11:21 AM,28-02-24 11:21 AM,38,vania.urbina@aguacatesjbr.com <65837078.7thn>,vania.urbina@aguacatesjbr.com <65837078.7thn>
360,,11,,,,,101,1RA B GEN 20 KG WALMART 45 CJS,$45,"7,200","$16,200",20,1RA B,"{
""id"":""39"",
""CodigoP"":""101"",
""unitPrice"":45,
""idVenta"":11,
""KG"":360,
""Existencia"":7200
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,39,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=39&_fid_15=101&_fid_34=1&dfid=11&z=cq5b2,,no,Cancun,27-02-24 06:00 PM,Nacional,,,,,45,no,39,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=39&z=cq5b2,,7200,39,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=39&z=cq5b2,,,28-02-24 11:21 AM,28-02-24 11:21 AM,39,vania.urbina@aguacatesjbr.com <65837078.7thn>,vania.urbina@aguacatesjbr.com <65837078.7thn>
90,,11,,,,,109,EX SPCL GEN 19 KG 20/4 WALMART 45 CJS,$61.5,"1,710","$5,535",19,EX,"{
""id"":""40"",
""CodigoP"":""109"",
""unitPrice"":61.5,
""idVenta"":11,
""KG"":90,
""Existencia"":1710
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022650,AGUACATE HASS EXTRA SPECIAL EN MALLA 20/4 EN CAJA PLÁSTICO GENÉRICA 19 KG 230/260 GR,0,no,,40,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=40&_fid_15=109&_fid_34=1&dfid=11&z=cq5b2,,no,Cancun,27-02-24 06:00 PM,Nacional,,,,,45,no,40,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=40&z=cq5b2,,1710,40,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=40&z=cq5b2,,,28-02-24 11:21 AM,28-02-24 11:21 AM,40,vania.urbina@aguacatesjbr.com <65837078.7thn>,vania.urbina@aguacatesjbr.com <65837078.7thn>
270,,11,,,,,102,MD MKTS GEN 20 KG 25/5 WALMART 45 CJS,$33,"5,400","$8,910",20,MD,"{
""id"":""41"",
""CodigoP"":""102"",
""unitPrice"":33,
""idVenta"":11,
""KG"":270,
""Existencia"":5400
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022599,AGUACATE HASS MEDIANO MARKETSIDE EN MALLA 25/5 EN CAJA PLÁSTICO GENÉRICA 20 KG 150/170 GR,0,no,,41,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=41&_fid_15=102&_fid_34=1&dfid=11&z=cq5b2,,no,Cancun,27-02-24 06:00 PM,Nacional,,,,,45,no,41,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=41&z=cq5b2,,5400,41,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=41&z=cq5b2,,,28-02-24 11:21 AM,28-02-24 11:21 AM,41,vania.urbina@aguacatesjbr.com <65837078.7thn>,vania.urbina@aguacatesjbr.com <65837078.7thn>
208,,12,,,,,108,SEX B PLASTICO 10 KG,$55,"2,080","$11,440",10,SEX B,"{
""id"":""42"",
""CodigoP"":""108"",
""unitPrice"":55,
""idVenta"":12,
""KG"":208,
""Existencia"":2080
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",MORA NAVIA RIGOBERTO,ASB10,AGUACATE SUPER EXTRA B PLÁSTICO 10 KG,0,no,,42,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=42&_fid_15=108&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,23-03-24 06:00 PM,Nacional,,,,,104,no,42,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=42&z=cq5b2,,2080,42,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=42&z=cq5b2,,,22-03-24 11:54 AM,22-03-24 12:01 PM,42,Ing. Gerardo Jesus Martinez Elias <60906510.dda8>,Ing. Gerardo Jesus Martinez Elias <60906510.dda8>
728,,12,,,,,97,4TA B PLASTICO 10 KG,$16,"7,280","$11,648",10,4TA B,"{
""id"":""43"",
""CodigoP"":""97"",
""unitPrice"":16,
""idVenta"":12,
""KG"":728,
""Existencia"":7280
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",MORA NAVIA RIGOBERTO,ACB10,AGUACATE CUARTA B PLÁSTICO 10 KG,0,no,,43,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=43&_fid_15=97&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,23-03-24 06:00 PM,Nacional,,,,,104,no,43,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=43&z=cq5b2,,7280,43,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=43&z=cq5b2,,,22-03-24 11:56 AM,22-03-24 12:00 PM,43,Ing. Gerardo Jesus Martinez Elias <60906510.dda8>,Ing. Gerardo Jesus Martinez Elias <60906510.dda8>
